,entry_time,entry_price,exit_time,exit_price,trend,PNL,cumsum_PNL
0,2022-10-24 03:15,11289.0,2022-10-24 03:50,11298.25,bearish,-9.25,-9.25
0,2022-10-24 05:55,11384.5,2022-10-24 07:00,11407.5,bullish,23.0,13.75
1,2022-10-24 10:50,11408.75,2022-10-24 11:30,11423.0,bullish,14.25,28.0
