,entry_time,entry_price,exit_time,exit_price,trend,PNL,cumsum_PNL
0,2022-10-24 02:40,11323.5,2022-10-24 02:50,11338.0,bearish,-14.5,-14.5
1,2022-10-24 03:10,11305.25,2022-10-24 03:50,11298.25,bearish,7.0,-7.5
0,2022-10-24 05:10,11336.75,2022-10-24 05:40,11349.0,bullish,12.25,4.75
1,2022-10-24 05:55,11384.5,2022-10-24 07:00,11407.5,bullish,23.0,27.75
2,2022-10-24 09:00,11274.75,2022-10-24 09:35,11311.25,bearish,-36.5,-8.75
2,2022-10-24 10:50,11408.75,2022-10-24 11:30,11423.0,bullish,14.25,5.5
